,Predicted Data,Original Label
354,"[[0.34339916706085205, 0.5299063920974731, 0.4239938259124756], [0.13523446023464203, 0.7740856409072876, 0.40840470790863037]]","[[0.36267605423927307, 0.5, 0.2946428656578064], [0.09859155118465424, 0.75, 0.3526785671710968]]"
355,"[[0.5842733979225159, 0.7750080227851868, 0.43230128288269043], [0.1746627390384674, 0.9816104769706726, 0.3983810842037201]]","[[0.6197183132171631, 0.75, 0.3214285671710968], [0.1619718372821808, 1.0, 0.4732142984867096]]"
356,"[[0.25323686003685, 0.7718667984008789, 0.41384583711624146], [0.36575964093208313, 0.9828122854232788, 0.4056517481803894]]","[[0.25, 0.75, 0.3526785671710968], [0.3697183132171631, 1.0, 0.5089285969734192]]"
357,"[[0.368091344833374, 0.9852312207221985, 0.40571314096450806], [0.1511266976594925, 0.9907909035682678, 0.3965749144554138]]","[[0.3767605721950531, 1.0, 0.4866071343421936], [0.14436618983745575, 1.0, 0.3392857015132904]]"
358,"[[0.2351185530424118, 0.763109028339386, 0.4140363931655884], [0.29549911618232727, 0.03191983699798584, 0.40297961235046387]]","[[0.22887323796749115, 0.75, 0.4375], [0.30985915660858154, 0.0, 0.4285714328289032]]"
359,"[[0.21907365322113037, 0.7586107850074768, 0.4127359688282013], [0.214761883020401, 0.7645404934883118, 0.4119797646999359]]","[[0.2077464759349823, 0.75, 0.4732142984867096], [0.2042253464460373, 0.75, 0.4107142984867096]]"
360,"[[0.69575035572052, 0.7535192966461182, 0.44058018922805786], [0.460257887840271, 0.7779134511947632, 0.4234124422073364]]","[[0.7253521084785461, 0.75, 0.5491071343421936], [0.49295774102211, 0.75, 0.2857142984867096]]"
361,"[[0.15370142459869385, 0.9879364371299744, 0.39511263370513916], [0.1646271049976349, 0.7576131820678711, 0.41021525859832764]]","[[0.14436618983745575, 1.0, 0.3392857015132904], [0.14436618983745575, 0.75, 0.4866071343421936]]"
362,"[[0.274497926235199, 0.999748170375824, 0.39835649728775024], [0.13687695562839508, 0.7724669575691223, 0.4088054299354553]]","[[0.27816900610923767, 1.0, 0.2678571343421936], [0.10211267322301865, 0.75, 0.4241071343421936]]"
363,"[[0.684434711933136, 0.7671425938606262, 0.4368773102760315], [0.5201904773712158, 0.9827269911766052, 0.41014349460601807]]","[[0.7147887349128723, 0.75, 0.4285714328289032], [0.5246478915214539, 1.0, 0.4910714328289032]]"
364,"[[0.09846735745668411, 0.7633145451545715, 0.4072001576423645], [0.0994744524359703, 0.7618087530136108, 0.40737205743789673]]","[[0.056338027119636536, 0.75, 0.4508928656578064], [0.05985915660858154, 0.75, 0.4598214328289032]]"
365,"[[0.16433271765708923, 0.7570071816444397, 0.4108554720878601], [0.11542858183383942, 0.7669486999511719, 0.4081460237503052]]","[[0.14436618983745575, 0.75, 0.4866071343421936], [0.07394365966320038, 0.75, 0.4151785671710968]]"
366,"[[0.39781448245048523, 0.7435597777366638, 0.4220470190048218], [0.3568882942199707, 0.7808030247688293, 0.4161067008972168]]","[[0.4084506928920746, 0.75, 0.5982142686843872], [0.3732394278049469, 0.75, 0.2589285671710968]]"
367,"[[0.2759917676448822, 0.9817096590995789, 0.40159523487091064], [0.2723096013069153, 0.04648245871067047, 0.4043115973472595]]","[[0.27816900610923767, 1.0, 0.5133928656578064], [0.27112674713134766, 0.0, 0.3616071343421936]]"
368,"[[0.16776050627231598, 0.7677520513534546, 0.4112296402454376], [0.507358193397522, 0.986308217048645, 0.4094650447368622]]","[[0.14788731932640076, 0.75, 0.40625], [0.51408451795578, 1.0, 0.4196428656578064]]"
369,"[[0.8371301889419556, 0.7729142308235168, 0.4453235864639282], [0.6941588521003723, 0.7643336057662964, 0.43694302439689636]]","[[0.8697183132171631, 0.75, 0.4241071343421936], [0.7183098793029785, 0.75, 0.4464285671710968]]"
370,"[[0.32966336607933044, 0.5286652445793152, 0.42306047677993774], [0.07508064806461334, 0.9848881959915161, 0.3953227996826172]]","[[0.34507042169570923, 0.5, 0.3125], [0.05281690135598183, 1.0, 0.3973214328289032]]"
371,"[[0.27020224928855896, 0.7645785808563232, 0.4152294993400574], [0.30597442388534546, 0.7576621770858765, 0.41745954751968384]]","[[0.26760563254356384, 0.75, 0.4375], [0.30985915660858154, 0.75, 0.4866071343421936]]"
372,"[[0.3403235077857971, 0.9867514967918396, 0.40228068828582764], [0.6601242423057556, 0.9850196242332458, 0.4158305525779724]]","[[0.34859153628349304, 1.0, 0.40625], [0.6619718074798584, 1.0, 0.4196428656578064]]"
373,"[[0.3304094076156616, 0.5269535779953003, 0.4228476285934448], [0.13037468492984772, 0.7740856409072876, 0.4081292450428009]]","[[0.34507042169570923, 0.5, 0.3125], [0.09859155118465424, 0.75, 0.3348214328289032]]"
374,"[[0.17872029542922974, 0.7743712067604065, 0.41056251525878906], [0.6343464255332947, 0.7491459846496582, 0.4347124695777893]]","[[0.1654929518699646, 0.75, 0.3258928656578064], [0.6514084339141846, 0.75, 0.5803571343421936]]"
375,"[[0.4175674617290497, 0.11232432723045349, 0.4202568531036377], [0.32071518898010254, 0.9816133379936218, 0.4010765552520752]]","[[0.5457746386528015, 0.0, 0.0], [0.3274647891521454, 1.0, 0.5133928656578064]]"
376,"[[0.12758426368236542, 0.98585045337677, 0.3957247734069824], [0.17512676119804382, 0.04441459849476814, 0.3971303105354309]]","[[0.10915493220090866, 1.0, 0.3705357015132904], [0.07746478915214539, 0.0, 0.3705357015132904]]"
377,"[[0.2055138647556305, 0.9850505590438843, 0.39794790744781494], [0.12925367057323456, 0.7748764753341675, 0.4087972342967987]]","[[0.2077464759349823, 1.0, 0.3928571343421936], [0.09859155118465424, 0.75, 0.3348214328289032]]"
378,"[[0.4066028594970703, 0.7492790222167969, 0.4214508831501007], [0.3640645742416382, 0.03806300833821297, 0.4143104553222656]]","[[0.4225352108478546, 0.75, 0.5535714030265808], [0.44014084339141846, 0.0, 0.3839285671710968]]"
379,"[[0.49551889300346375, 0.7705970406532288, 0.42285776138305664], [0.23604515194892883, 0.9829365015029907, 0.3983195424079895]]","[[0.5176056623458862, 0.75, 0.3883928656578064], [0.23943662643432617, 1.0, 0.4017857015132904]]"
380,"[[0.3545078933238983, 0.49881815910339355, 0.4259457588195801], [0.7626563906669617, 0.9770389795303345, 0.4189988076686859]]","[[0.3661971688270569, 0.5, 0.5044642686843872], [0.7464788556098938, 1.0, 0.5044642686843872]]"
381,"[[0.33425143361091614, 0.5221894979476929, 0.4232814908027649], [0.4729486405849457, 0.9949830174446106, 0.40295857191085815]]","[[0.35211268067359924, 0.5, 0.3214285671710968], [0.48239436745643616, 1.0, 0.28125]]"
382,"[[0.17305022478103638, 0.7663525342941284, 0.41133731603622437], [0.08355258405208588, 0.7718906998634338, 0.408550500869751]]","[[0.15845070779323578, 0.75, 0.40625], [0.0422535203397274, 0.75, 0.3571428656578064]]"
383,"[[0.30690932273864746, 0.7480350136756897, 0.418806791305542], [0.22805525362491608, 0.7669941186904907, 0.414137065410614]]","[[0.30985915660858154, 0.75, 0.5848214030265808], [0.22535210847854614, 0.75, 0.40625]]"
384,"[[0.35614925622940063, 0.9793207049369812, 0.40273886919021606], [0.4718119204044342, 0.9916793704032898, 0.40375226736068726]]","[[0.36267605423927307, 1.0, 0.4776785671710968], [0.48239436745643616, 1.0, 0.28125]]"
385,"[[0.2302449643611908, 0.501361608505249, 0.4191167950630188], [0.08683094382286072, 0.9810153841972351, 0.39675086736679077]]","[[0.2112676054239273, 0.5, 0.4821428656578064], [0.05985915660858154, 1.0, 0.4151785671710968]]"
386,"[[0.32619917392730713, 0.9747588038444519, 0.4022390842437744], [0.7133520245552063, 0.7545611262321472, 0.4360858201980591]]","[[0.3309859037399292, 1.0, 0.5669642686843872], [0.7253521084785461, 0.75, 0.5491071343421936]]"
387,"[[0.4573674201965332, 0.5579416155815125, 0.4284765124320984], [0.7145663499832153, 0.7566044330596924, 0.43622422218322754]]","[[0.5035211443901062, 0.5, 0.125], [0.7253521084785461, 0.75, 0.5491071343421936]]"
388,"[[0.10024331510066986, 0.7665533423423767, 0.40962180495262146], [0.6188820004463196, 0.7631477117538452, 0.4300924241542816]]","[[0.06690140813589096, 0.75, 0.4107142984867096], [0.6373239159584045, 0.75, 0.4464285671710968]]"
389,"[[0.44184231758117676, 0.7855397462844849, 0.41925138235092163], [0.43894439935684204, 0.759468674659729, 0.42213737964630127]]","[[0.4612676203250885, 0.75, 0.2767857015132904], [0.4507042169570923, 0.75, 0.5089285969734192]]"
390,"[[0.23623442649841309, 0.985157310962677, 0.39819204807281494], [0.4937417805194855, 0.9452005624771118, 0.4121595323085785]]","[[0.23943662643432617, 1.0, 0.4017857015132904], [0.48591548204421997, 1.0, 0.9151785969734192]]"
391,"[[0.7402037382125854, 0.7563303709030151, 0.4378625452518463], [0.23494918644428253, 0.9879499673843384, 0.39810627698898315]]","[[0.75, 0.75, 0.5446428656578064], [0.23591549694538116, 1.0, 0.3482142984867096]]"
392,"[[0.35777148604393005, 0.9840539693832397, 0.40121009945869446], [0.2692699432373047, 0.7624456286430359, 0.41464534401893616]]","[[0.3661971688270569, 1.0, 0.4285714328289032], [0.27112674713134766, 0.75, 0.4464285671710968]]"
393,"[[0.49912863969802856, 0.7725698351860046, 0.4228705167770386], [0.27256879210472107, 0.045757949352264404, 0.40984046459198]]","[[0.5176056623458862, 0.75, 0.3883928656578064], [0.27464789152145386, 0.0, 0.3392857015132904]]"
394,"[[0.17679652571678162, 0.9821794629096985, 0.39769673347473145], [0.8260895609855652, 0.8075814247131348, 0.4354568123817444]]","[[0.17253521084785461, 1.0, 0.3973214328289032], [0.8697183132171631, 0.75, 0.125]]"
395,"[[0.26465895771980286, 0.9962833523750305, 0.39705222845077515], [0.11262970417737961, 0.7720864415168762, 0.4096366763114929]]","[[0.26760563254356384, 1.0, 0.2366071492433548], [0.0809859186410904, 0.75, 0.3883928656578064]]"
396,"[[0.23491445183753967, 0.9834041595458984, 0.398664653301239], [0.22865624725818634, 0.48509830236434937, 0.42048031091690063]]","[[0.23943662643432617, 1.0, 0.4017857015132904], [0.21478873491287231, 0.5, 0.5535714030265808]]"
397,"[[0.0734218880534172, 0.9840337634086609, 0.39708828926086426], [0.3833068609237671, 0.7743991017341614, 0.41724735498428345]]","[[0.04929577559232712, 1.0, 0.3616071343421936], [0.40140846371650696, 0.75, 0.3482142984867096]]"
398,"[[0.1411096602678299, 0.7839149832725525, 0.40837252140045166], [0.09058351069688797, 0.7694841027259827, 0.40885353088378906]]","[[0.11971831321716309, 0.75, 0.2633928656578064], [0.056338027119636536, 0.75, 0.40625]]"
399,"[[0.13952776789665222, 0.7691269516944885, 0.41047897934913635], [0.47781410813331604, 0.7893406748771667, 0.419391393661499]]","[[0.11971831321716309, 0.75, 0.4151785671710968], [0.5035211443901062, 0.75, 0.25]]"
400,"[[0.4984400272369385, 0.9728164672851562, 0.4061753451824188], [0.6597070097923279, 0.99285888671875, 0.4074673354625702]]","[[0.5, 1.0, 0.5446428656578064], [0.6654929518699646, 1.0, 0.2276785671710968]]"
401,"[[0.4478275775909424, 0.9820886254310608, 0.4032297134399414], [0.19727669656276703, 0.7659180164337158, 0.41231486201286316]]","[[0.4542253613471985, 1.0, 0.4196428656578064], [0.18661971390247345, 0.75, 0.40625]]"
402,"[[0.4705319106578827, 0.9933220148086548, 0.4021407663822174], [0.359829306602478, 0.9789483547210693, 0.402376651763916]]","[[0.48239436745643616, 1.0, 0.28125], [0.3697183132171631, 1.0, 0.5089285969734192]]"
403,"[[0.08568163961172104, 0.7662652134895325, 0.4101988673210144], [0.6856474280357361, 0.9874378442764282, 0.4100183844566345]]","[[0.04577464610338211, 0.75, 0.4285714328289032], [0.6866196990013123, 1.0, 0.2991071343421936]]"
404,"[[0.5538045763969421, 0.7552481889724731, 0.4263020157814026], [0.20991870760917664, 0.7561514973640442, 0.4132569134235382]]","[[0.5704225301742554, 0.75, 0.4955357015132904], [0.2077464759349823, 0.75, 0.4732142984867096]]"
405,"[[0.5207560062408447, 0.9845587611198425, 0.40509045124053955], [0.35453423857688904, 0.9843184351921082, 0.4010491967201233]]","[[0.5281690359115601, 1.0, 0.40625], [0.3661971688270569, 1.0, 0.4285714328289032]]"
406,"[[0.8277250528335571, 0.9676117300987244, 0.41980648040771484], [0.47146064043045044, 0.7328236699104309, 0.42556673288345337]]","[[0.8063380122184753, 1.0, 0.5446428656578064], [0.47887325286865234, 0.75, 0.6875]]"
407,"[[0.08701939880847931, 0.7667301893234253, 0.4088684320449829], [0.35331130027770996, 0.7626083493232727, 0.41625282168388367]]","[[0.04929577559232712, 0.75, 0.3973214328289032], [0.3661971688270569, 0.75, 0.4285714328289032]]"
408,"[[0.4518517255783081, 0.9783293008804321, 0.4038892984390259], [0.2710658311843872, 0.04636922478675842, 0.4123064875602722]]","[[0.4577464759349823, 1.0, 0.5], [0.27464789152145386, 0.0, 0.3392857015132904]]"
409,"[[0.4964210093021393, 0.7587541341781616, 0.42278558015823364], [0.39948517084121704, 0.7453166246414185, 0.4203112721443176]]","[[0.5070422291755676, 0.75, 0.5089285969734192], [0.4084506928920746, 0.75, 0.5982142686843872]]"
410,"[[0.4003341495990753, 1.0028324127197266, 0.39712244272232056], [0.26688653230667114, 0.7576884627342224, 0.41467660665512085]]","[[0.4119718372821808, 1.0, 0.1651785671710968], [0.27112674713134766, 0.75, 0.5044642686843872]]"
411,"[[0.08459089696407318, 0.7654931545257568, 0.4103608727455139], [0.6658643484115601, 0.9798888564109802, 0.4104931950569153]]","[[0.05281690135598183, 0.75, 0.4107142984867096], [0.6619718074798584, 1.0, 0.4196428656578064]]"
412,"[[0.23149056732654572, 0.7706791758537292, 0.4122094511985779], [0.5417032837867737, 0.9845954775810242, 0.40435802936553955]]","[[0.23239436745643616, 0.75, 0.3571428656578064], [0.5457746386528015, 1.0, 0.3794642984867096]]"
413,"[[0.33963635563850403, 0.9892815351486206, 0.3993241786956787], [0.1354552060365677, 0.9813354015350342, 0.39819180965423584]]","[[0.35211268067359924, 1.0, 0.3392857015132904], [0.13028168678283691, 1.0, 0.4107142984867096]]"
414,"[[0.8314850926399231, 0.8110454082489014, 0.43337222933769226], [0.7803614735603333, 0.7725091576576233, 0.4360962510108948]]","[[0.8697183132171631, 0.75, 0.125], [0.7957746386528015, 0.75, 0.4464285671710968]]"
415,"[[0.3202044665813446, 0.9696418642997742, 0.4011222720146179], [0.30620771646499634, 0.7656576633453369, 0.41435641050338745]]","[[0.3309859037399292, 1.0, 0.5669642686843872], [0.31690141558647156, 0.75, 0.3839285671710968]]"
416,"[[0.33725565671920776, 0.022558636963367462, 0.41856709122657776], [0.6503015160560608, 0.7366466522216797, 0.43326741456985474]]","[[0.38732394576072693, 0.0, 0.4464285671710968], [0.6549295783042908, 0.75, 0.6741071343421936]]"
417,"[[0.10920499265193939, 0.9844015836715698, 0.39686262607574463], [0.7545227408409119, 0.7630996704101562, 0.43552398681640625]]","[[0.09507042169570923, 1.0, 0.3883928656578064], [0.7605633735656738, 0.75, 0.4910714328289032]]"
418,"[[0.7179599404335022, 0.7828553915023804, 0.4299406409263611], [0.15923430025577545, 0.7642951011657715, 0.4109419584274292]]","[[0.73591548204422, 0.75, 0.3214285671710968], [0.15140844881534576, 0.75, 0.4241071343421936]]"
419,"[[0.18124160170555115, 0.5056822896003723, 0.418121337890625], [0.6164488792419434, 0.759874165058136, 0.4282923936843872]]","[[0.15845070779323578, 0.5, 0.4107142984867096], [0.6267605423927307, 0.75, 0.4866071343421936]]"
420,"[[0.2711735963821411, 0.7707991003990173, 0.4127155542373657], [0.07432150840759277, 0.9782086610794067, 0.39758867025375366]]","[[0.27816900610923767, 0.75, 0.3839285671710968], [0.05281690135598183, 1.0, 0.4642857015132904]]"
421,"[[0.10115986317396164, 0.7669298052787781, 0.40904513001441956], [0.2675692141056061, 0.018992295488715172, 0.4126838147640228]]","[[0.07042253762483597, 0.75, 0.4151785671710968], [0.27112674713134766, 0.0, 0.4375]]"
422,"[[0.6609947085380554, 0.9783803820610046, 0.4080369472503662], [0.4772685468196869, 0.9817997813224792, 0.4018535017967224]]","[[0.6549295783042908, 1.0, 0.4642857015132904], [0.48239436745643616, 1.0, 0.4598214328289032]]"
423,"[[0.0911678597331047, 0.762462854385376, 0.40997743606567383], [0.5115775465965271, 0.0523986741900444, 0.4348255395889282]]","[[0.05985915660858154, 0.75, 0.4241071343421936], [0.6478873491287231, 0.0, 0.375]]"
424,"[[0.12431959807872772, 0.9847030639648438, 0.3966900110244751], [0.07273568212985992, 0.9707677960395813, 0.3990853726863861]]","[[0.11267605423927307, 1.0, 0.3214285671710968], [0.05281690135598183, 1.0, 0.5089285969734192]]"
425,"[[0.4349811375141144, 0.5074231624603271, 0.430225133895874], [0.35839471220970154, 0.9749504327774048, 0.4014076888561249]]","[[0.4647887349128723, 0.5, 0.4241071343421936], [0.3697183132171631, 1.0, 0.5089285969734192]]"
426,"[[0.20553171634674072, 0.985244631767273, 0.3977068066596985], [0.2669715881347656, 0.9939767122268677, 0.3962963819503784]]","[[0.2077464759349823, 1.0, 0.3928571343421936], [0.27112674713134766, 1.0, 0.2589285671710968]]"
427,"[[0.2642943263053894, 0.7614227533340454, 0.4145030677318573], [0.37810683250427246, 0.7757729887962341, 0.41629111766815186]]","[[0.27112674713134766, 0.75, 0.4464285671710968], [0.39436620473861694, 0.75, 0.3303571343421936]]"
428,"[[0.33105403184890747, 0.9772982001304626, 0.39925795793533325], [0.4267970621585846, 0.05551581457257271, 0.42720523476600647]]","[[0.3380281627178192, 1.0, 0.4821428656578064], [0.5211267471313477, 0.0, 0.3125]]"
429,"[[0.4840768873691559, 0.08315695822238922, 0.43171149492263794], [0.821277916431427, 0.9628936648368835, 0.41651418805122375]]","[[0.6056337952613831, 0.0, 0.1785714328289032], [0.7992957830429077, 1.0, 0.5580357313156128]]"
430,"[[0.11508239060640335, 0.77850741147995, 0.40855246782302856], [0.3604699671268463, 0.980926513671875, 0.39951154589653015]]","[[0.08802817016839981, 0.75, 0.3214285671710968], [0.3697183132171631, 1.0, 0.5089285969734192]]"
431,"[[0.4538692235946655, 0.7544131875038147, 0.4213322401046753], [0.6854436993598938, 0.9851269125938416, 0.40797752141952515]]","[[0.4647887349128723, 0.75, 0.5267857313156128], [0.6795774698257446, 1.0, 0.375]]"
432,"[[0.41300827264785767, 0.5322906970977783, 0.4268583059310913], [0.4813261330127716, 0.784592866897583, 0.41821056604385376]]","[[0.44014084339141846, 0.5, 0.2544642984867096], [0.5, 0.75, 0.2633928656578064]]"
433,"[[0.24100588262081146, 0.004237869754433632, 0.41189759969711304], [0.2150397002696991, 0.9825485944747925, 0.3985757827758789]]","[[0.22535210847854614, 0.0, 0.4821428656578064], [0.21478873491287231, 1.0, 0.4285714328289032]]"
434,"[[0.12148415297269821, 0.9829530715942383, 0.3977396488189697], [0.5092812180519104, 0.7810286283493042, 0.4193374514579773]]","[[0.10915493220090866, 1.0, 0.3839285671710968], [0.5246478915214539, 0.75, 0.3080357015132904]]"
435,"[[0.8796864748001099, 0.7780239582061768, 0.4395315647125244], [0.5765500664710999, 0.7868126630783081, 0.4214364290237427]]","[[0.8873239159584045, 0.75, 0.4151785671710968], [0.591549277305603, 0.75, 0.2767857015132904]]"
436,"[[0.40760520100593567, 0.988459050655365, 0.39906296133995056], [0.08630574494600296, 0.7705656886100769, 0.4095246195793152]]","[[0.4190140962600708, 1.0, 0.4196428656578064], [0.05985915660858154, 0.75, 0.3928571343421936]]"
437,"[[0.20234450697898865, 0.7639151215553284, 0.4121473431587219], [0.06972536444664001, 0.9794127345085144, 0.3986937403678894]]","[[0.2042253464460373, 0.75, 0.4107142984867096], [0.05281690135598183, 1.0, 0.40625]]"
438,"[[0.3181028962135315, 0.9789758324623108, 0.4001045823097229], [0.4564853012561798, 0.9870954751968384, 0.4008064270019531]]","[[0.3309859037399292, 1.0, 0.4955357015132904], [0.46830984950065613, 1.0, 0.3839285671710968]]"
439,"[[0.2651902735233307, 0.9877306818962097, 0.3976125419139862], [0.12235943228006363, 0.7688620090484619, 0.4104943871498108]]","[[0.27112674713134766, 1.0, 0.3392857015132904], [0.10211267322301865, 0.75, 0.3705357015132904]]"
440,"[[0.09430332481861115, 0.9805247783660889, 0.39793866872787476], [0.16514602303504944, 0.5041844844818115, 0.41753798723220825]]","[[0.07746478915214539, 1.0, 0.40625], [0.14084507524967194, 0.5, 0.4196428656578064]]"
441,"[[0.20174576342105865, 0.9783750176429749, 0.39929747581481934], [0.07308757305145264, 0.9806812405586243, 0.3989115357398987]]","[[0.2077464759349823, 1.0, 0.4866071343421936], [0.05281690135598183, 1.0, 0.3973214328289032]]"
442,"[[0.10759798437356949, 0.9832021594047546, 0.3978430926799774], [0.8036696314811707, 0.8042287826538086, 0.43046385049819946]]","[[0.09507042169570923, 1.0, 0.34375], [0.8309859037399292, 0.75, 0.1383928507566452]]"
443,"[[0.8768470287322998, 0.7785839438438416, 0.4388824701309204], [0.4426770806312561, 0.7362655997276306, 0.4222656488418579]]","[[0.8873239159584045, 0.75, 0.4151785671710968], [0.4542253613471985, 0.75, 0.6607142686843872]]"
444,"[[0.12048809230327606, 0.9814107418060303, 0.39685073494911194], [0.1740356981754303, 0.7592304348945618, 0.41105541586875916]]","[[0.10915493220090866, 1.0, 0.3705357015132904], [0.1690140813589096, 0.75, 0.4375]]"
445,"[[0.0890323668718338, 0.7633406519889832, 0.41052740812301636], [0.07077792286872864, 0.9841777682304382, 0.39825284481048584]]","[[0.06690140813589096, 0.75, 0.4241071343421936], [0.04929577559232712, 1.0, 0.3616071343421936]]"
446,"[[0.4705486595630646, 0.7671888470649719, 0.4194420874118805], [0.48914507031440735, 0.9752254486083984, 0.40369969606399536]]","[[0.48591548204421997, 0.75, 0.4241071343421936], [0.4964788854122162, 1.0, 0.5401785969734192]]"
447,"[[0.6885497570037842, 0.9863322973251343, 0.4067959189414978], [0.5600018501281738, 0.7689441442489624, 0.4231300354003906]]","[[0.6866196990013123, 1.0, 0.2991071343421936], [0.5704225301742554, 0.75, 0.40625]]"
448,"[[0.3309613764286041, 0.5233386754989624, 0.42286860942840576], [0.1820269674062729, 0.9836832284927368, 0.39761489629745483]]","[[0.34507042169570923, 0.5, 0.3125], [0.18309858441352844, 1.0, 0.3928571343421936]]"
449,"[[0.06905151158571243, 0.9805173873901367, 0.3992947041988373], [0.4783221185207367, 0.9861018061637878, 0.4007326364517212]]","[[0.04929577559232712, 1.0, 0.3973214328289032], [0.48943662643432617, 1.0, 0.3482142984867096]]"
450,"[[0.2727011442184448, 0.5014691948890686, 0.4220750331878662], [0.9132571220397949, 0.9567696452140808, 0.42258191108703613]]","[[0.27464789152145386, 0.5, 0.4285714328289032], [0.8978873491287231, 1.0, 0.5401785969734192]]"
451,"[[0.2691580057144165, 0.9833323955535889, 0.3980922996997833], [0.4447111487388611, 0.7801599502563477, 0.4163447618484497]]","[[0.27816900610923767, 1.0, 0.3973214328289032], [0.4612676203250885, 0.75, 0.2767857015132904]]"
452,"[[0.3511578142642975, 0.5296972990036011, 0.4231652617454529], [0.8358651399612427, 0.5627756118774414, 0.45048806071281433]]","[[0.3661971688270569, 0.5, 0.2455357164144516], [0.8873239159584045, 0.5, 0.2857142984867096]]"
453,"[[0.35068461298942566, 0.5310573577880859, 0.42316460609436035], [0.0881313681602478, 0.759096086025238, 0.41081100702285767]]","[[0.3661971688270569, 0.5, 0.2455357164144516], [0.06338027864694595, 0.75, 0.4732142984867096]]"
454,"[[0.09873837977647781, 0.9882774353027344, 0.3972102403640747], [0.2655027508735657, 0.9959982633590698, 0.3955405652523041]]","[[0.0809859186410904, 1.0, 0.3303571343421936], [0.27112674713134766, 1.0, 0.2589285671710968]]"
455,"[[0.39876827597618103, 0.7364566922187805, 0.42018580436706543], [0.10794982314109802, 0.9806438088417053, 0.39791327714920044]]","[[0.4084506928920746, 0.75, 0.5982142686843872], [0.09154929220676422, 1.0, 0.3660714328289032]]"
456,"[[0.40816935896873474, 0.9847169518470764, 0.39956793189048767], [0.08070285618305206, 0.7599948048591614, 0.4106527864933014]]","[[0.4190140962600708, 1.0, 0.4196428656578064], [0.056338027119636536, 0.75, 0.4508928656578064]]"
457,"[[0.4934425354003906, 0.9884162545204163, 0.4005736708641052], [0.8352459073066711, 0.5653932690620422, 0.4503074884414673]]","[[0.5035211443901062, 1.0, 0.3258928656578064], [0.8873239159584045, 0.5, 0.2857142984867096]]"
458,"[[0.08573330193758011, 0.7638452649116516, 0.41045519709587097], [0.38923004269599915, 0.7701259851455688, 0.4156319200992584]]","[[0.05985915660858154, 0.75, 0.3928571343421936], [0.40140846371650696, 0.75, 0.3482142984867096]]"
459,"[[0.1101798415184021, 0.47264233231544495, 0.41780486702919006], [0.269992858171463, 0.7683126926422119, 0.41277045011520386]]","[[0.07394365966320038, 0.5, 0.59375], [0.27464789152145386, 0.75, 0.3883928656578064]]"
460,"[[0.47289517521858215, 0.7657694816589355, 0.41914498805999756], [0.25055813789367676, 0.7701191902160645, 0.4119012951850891]]","[[0.48591548204421997, 0.75, 0.4241071343421936], [0.25704225897789, 0.75, 0.3616071343421936]]"
461,"[[0.13724862039089203, 0.03136522322893143, 0.4072858691215515], [0.1664811670780182, 0.9833547472953796, 0.39773011207580566]]","[[0.05281690135598183, 0.0, 0.4330357015132904], [0.1654929518699646, 1.0, 0.4017857015132904]]"
462,"[[0.14388331770896912, 0.7676123380661011, 0.4108675718307495], [0.2777535617351532, 0.7666468620300293, 0.4134621024131775]]","[[0.13380281627178192, 0.75, 0.4017857015132904], [0.2852112650871277, 0.75, 0.4196428656578064]]"
463,"[[0.7591024041175842, 0.7590596675872803, 0.4337141513824463], [0.07977885752916336, 0.7641808986663818, 0.41021403670310974]]","[[0.7605633735656738, 0.75, 0.4910714328289032], [0.056338027119636536, 0.75, 0.40625]]"
464,"[[0.14967355132102966, 0.033056072890758514, 0.40829169750213623], [0.2170385718345642, 0.7695260047912598, 0.4109303057193756]]","[[0.07746478915214539, 0.0, 0.3705357015132904], [0.21830986440181732, 0.75, 0.3526785671710968]]"
465,"[[0.45239049196243286, 0.11817110329866409, 0.42876195907592773], [0.212764173746109, 0.9889005422592163, 0.3972935378551483]]","[[0.5457746386528015, 0.0, 0.0], [0.21478873491287231, 1.0, 0.34375]]"
466,"[[0.11913817375898361, 0.7651726603507996, 0.4109669327735901], [0.14451313018798828, 0.7676588296890259, 0.41098397970199585]]","[[0.10211267322301865, 0.75, 0.4241071343421936], [0.13380281627178192, 0.75, 0.4017857015132904]]"
467,"[[0.662857174873352, 0.561079740524292, 0.43756699562072754], [0.08200515806674957, 0.77357017993927, 0.40999746322631836]]","[[0.6971830725669861, 0.5, 0.1830357164144516], [0.04929577559232712, 0.75, 0.34375]]"
468,"[[0.16256646811962128, 0.5005847215652466, 0.4183734953403473], [0.10788551717996597, 0.4720173478126526, 0.4185079038143158]]","[[0.14084507524967194, 0.5, 0.4196428656578064], [0.07394365966320038, 0.5, 0.59375]]"
469,"[[0.48015096783638, 0.7808595895767212, 0.41759103536605835], [0.1356566995382309, 0.03393661975860596, 0.4080871045589447]]","[[0.49295774102211, 0.75, 0.2857142984867096], [0.05281690135598183, 0.0, 0.3928571343421936]]"
470,"[[0.5748791694641113, 0.7835932970046997, 0.4206950068473816], [0.304325670003891, 0.7680712938308716, 0.4135788679122925]]","[[0.591549277305603, 0.75, 0.2767857015132904], [0.31690141558647156, 0.75, 0.3839285671710968]]"
471,"[[0.07151076197624207, 0.9824849367141724, 0.39883869886398315], [0.088550865650177, 0.7717176675796509, 0.4093955159187317]]","[[0.05281690135598183, 1.0, 0.4107142984867096], [0.06338027864694595, 0.75, 0.3526785671710968]]"
